user,text,created_at 
ricmais_,Coronavírus: Funcionários da Operadora Oi protestam por prevenção no ambiente de trabalho https://t.co/dSvP0YJHQm https://t.co/YqudZ8iirh,2020-03-20
puttafalsa,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
___DENISE___EU_,"RT @tribunapr: Coronavírus faz com que sindicato peça que ônibus parem de circular, mas Prefeitura quer manter serviço ativo! https://t.co/…",2020-03-20
MandyCLucio,"Só observo a cólica, o ibuprofeno e quem sabe o coronavirus lutando contra mim. Só deus me salva hoje",2020-03-20
tavares_morais,"A indústria #extrativa é uma das principais responsáveis pela destruição do meio ambiente e da sua #biodiversidade 
#coronavirus 
https://t.co/mgzwfHLWTy",2020-03-20
CarlosMoraes19,RT @reinaldoazevedo: Opinião - Reinaldo Azevedo: O coronavírus não é o único patógeno perigoso que hoje contamina as Forças Armadas https:/…,2020-03-20
chefinhaa__,"RT @menorgb22_: se o coronavirus não te pegar, pode deixar que eu pego rs https://t.co/CLi4vEHfug",2020-03-20
EspadasDama,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
MarciaB16982788,RT @thepolitizador: @N_Carvalheira São presas fáceis do coronavirus?,2020-03-20
tutstutss1,"@oatila O atila tem pesquisas que falam que o coronavirus chega aí cérebro, isso não é muito preocupante não?",2020-03-20
Silvianagata,RT @VladimirAras: Ibaneis pede equipamentos médicos e ajuda de 'qualquer natureza' à embaixada da China para combater coronavírus https://t…,2020-03-20
melo_1804,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
PPReacaFla2,Importante recado do amigo @MGMFlamengo a respeito da recuperação dele apos a contração do #coronavirus e medidas a serem tomadas por todos https://t.co/Xw2rYBhNwq,2020-03-20
Biel_7141,"RT @ttwitandu: Você atraí aquilo que fala:

ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS…",2020-03-20
teixeiraesr,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
DosJuniodosreis,"RT @BelinhaPoodleBR: Sabe por que vc tem de ficar em casa?

Pq se muitas pessoas tiverem o coronavirus Não terão hospitais, médicos e equip…",2020-03-20
viicruvinel,"RT @giovannacferr: Gente, de uma vez por todas, NÃO EXISTE VACINA CONTRA O CORONAVIRUS, cacete. Você que tá espalhando fake news aí, antes…",2020-03-20
paulosmith06,#perguntacoronavirus o vírus do covid-19 podê ficar na roupa além da pele?,2020-03-20
ptribeirao,"Austrália impõe medidas para evitar que coronavírus contagie povos aborígenes | publicado em Blogosfera da Rede PT - Rede PT - https://t.co/epJbuatiK9

- Curta nossa Página: https://t.co/ATQeN5dOd5
#LulaLivre #LulaInocente #PTRibeirao #RedePT #40anosPT",2020-03-20
MargaretteBras5,"@vanessa_grazz Neste momento todos nós de direita ou esquerda temos que exigir que o Fundão eleitoral seja usado para o coronavirus e que o salários e benefícios dos políticos sejam cortado pela metade e esse valor seja distribuído para o povo!
Unidos somos mais fortes!",2020-03-20
dieviviarruda,RT @jornalextra: Coronavírus: mercados adotam atendimento especial para idosos durante pandemia https://t.co/uGXmw3D8NI https://t.co/WbXacM…,2020-03-20
thatsvicshow,"22 pessoas em volta do Bolsonaro testaram positivo pro Coronavirus, menos o próprio.
O pai de santo que fechou esse corpo tá de parabéns, viu?",2020-03-20
ThiagoMoraesPB,SAMU prepara profissionais para atendimento e transporte de casos suspeitos de coronavírus https://t.co/KkzN8Sr2Im https://t.co/WcrZgLDgWZ,2020-03-20
Nico_Contreras,RT @exercitooficial: Todo o Brasil unido para combater o #coronavirus. Aberto o cadastro para voluntários para a #ForçaNacionaldoSUS. https…,2020-03-20
Transito_RJO,"RT @revistaforum: Lula sobre coronavírus: “Depois que salvar o povo a gente discute como salvar a economia”

https://t.co/zMIHZElKy1",2020-03-20
sruedson,"RT @emirsader: Lula sobre coronavírus: 'Primeiro salvamos o povo, depois a economia' - 19/03/2020 - UOL Notícias https://t.co/4Ym1uck1SP",2020-03-20
Reennaattooo,"RT @CeliaNacarato: Bolsonaro é cobrado a fazer exames para detectar o coronavirus. Ja fez dois e fará um terceiro. E o corrupto, q voltou d…",2020-03-20
SegurViagemNext,"#coronavírus #coronabrasil #corona
Números comparam evolução do coronavírus no Brasil, na Itália e no mundo https://t.co/Lsm7x9VZl7",2020-03-20
gridlima_,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
EvertonWendel4,"RT @jornalextra: Por causa do coronavírus, Rennan da Penha faz baile funk online https://t.co/De4CvWzMsl",2020-03-20
diogo_mourao_dm,"RT @SrTrotsky: Coronavirus crise.

Senado: Votação virtual, salário integral
Câmara Dep Fed: Votação virtual, salário integral
Justiça: Sus…",2020-03-20
DocdosK13,"RT @meganoticiascl: Banco Itaú flexibiliza pago de créditos ante emergencia por coronavirus

https://t.co/Gzw5ztW3CA",2020-03-20
NoticiasdoPARA,Segundo caso de Coronavirus confirmado no Pará.,2020-03-20
Alessan82769203,RT @revistaforum: Jair Bolsonaro foi incapaz de controlar a propagação do coronavírus no próprio Palácio do Planalto. Servidores vivem cená…,2020-03-20
VersaoRO,RT @DanielaLima_: Comitiva que viajou com Bolsonaro aos EUA tem 22 infectados com coronavírus | CNN Brasil https://t.co/QenwzYVc3g,2020-03-20
Crescenti2010,RT @BelCoelho_Br: Sobre a distância social no combate ao #coronavirus #covid_19 Não brinque! fique em casa! #fiqueemcasa #distanciasalva ht…,2020-03-20
thiagoinvocado,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
indi_eu_avisei,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
stygwmez,HARRY STYLES VOCÊ É A CURA PARA O CORONAVIRUS!!! https://t.co/jzCAzGQ3Fv,2020-03-20
im_muffin_happy,"RT @bielsiqueiraRJ: “Fiquem tranquilos , nosso governo está pronto para enfrentar o coronavírus”

O governo:

COVID-19 #NaQuarentenaEu #vir…",2020-03-20
LivreDemocracia,RT @crlportela: @UOLNoticias Isso significa q: Bolsonaro é o próprio coronavirus.,2020-03-20
mmarthabr,"1. O @universa_uol também publicou esta matéria feita a oito mãos pela @generonumero e @revistaazmina sobre o trabalho das enfermeiras na pandemia de #coronavirus  

https://t.co/q9zVM8IzER",2020-03-20
PRODERJ,"Você sabia? A população ganhou um canal de comunicação oficial sobre o coronavírus (Covid-19) para ajudar no combate às fake news. Desenvolvido pela SES , com o apoio do PRODERJ, o hotsite, que pode ser acessado no endereço: https://t.co/gb9hArYcV9 https://t.co/CO6pqdmfpb",2020-03-20
Guilhermeshim,To so ódiao msm kkk esse coronavirus tiro meu baile hoje kkkk,2020-03-20
pahradis,"RT @JornalOGlobo: Herdeiro da Família Imperial, Dom Antônio está hospitalizado com coronavírus https://t.co/KUce08sGoH https://t.co/glpNZIe…",2020-03-20
LuizinhoHsousa,"RT @VEJA: Pelo 2º dia consecutivo, China não registra contágio local de coronavírus https://t.co/xMKPqO1qyL https://t.co/9PBI7rWgPS",2020-03-20
crybabieh,"RT @dramaclub_br: ♡ TUTORIAL DE COMO SE PREVINIR DO #coronavirus ♡

1° vc irá precisar de um fone de ouvido;
2° ponha no volume máximo;
3°…",2020-03-20
perreng,o objetivo dele é fazer testes até ter se recuperado do coronavírus porque só aí poderá mostrar o laudo negativo,2020-03-20
Incapturado,Na vida eu sou o Batiman na  quarentena. #CoronavirusPlantao #coronavirus https://t.co/MS5W8E7B1u,2020-03-20
Marione19784664,"RT @VEJA: Anvisa não recomenda hidroxicloroquina, aposta de Trump, no tratamento do coronavírus https://t.co/McgkPssxcS https://t.co/vCe2qb…",2020-03-20
sloomypanicked,RT @resgatedemim: UTILIDADE PÚBLICA: em meio ao caos por conta da pandemia do #coronavirus algumas empresas e marcas estão disponibilizando…,2020-03-20
nivanildobahia,Coronavírus: ônibus não irão mais circular em Mauá https://t.co/W3cMOiOL6T,2020-03-20
guilhermemouca,"RT @maiconkusterkkk: pq q os cara quer tanto chamar coronavirus de ""vírus chines""? kkkkkkkkkkk

""ah pq veio de la"" beleza mano yakisoba tb…",2020-03-20
lyra_sosa,Três pacientes testam positivo para o coronavírus no Piauí https://t.co/sKrGDGwmBv https://t.co/LcQ2Gu2JKF,2020-03-20
Pauloro25342960,"RT @CeliaNacarato: Bolsonaro é cobrado a fazer exames para detectar o coronavirus. Ja fez dois e fará um terceiro. E o corrupto, q voltou d…",2020-03-20
sieraram,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
dudaduduedu,RT @GrupoMetropole: Coronavírus: Resort Costa do Sauípe fechará por 40 dias  https://t.co/rX5vpirAqD,2020-03-20
Psyteone,RT @WanmingYang: Eu acho que o ministro da saúde Henrique Mandetta é um grande exemplo do Brasil em combate contra a pandemia coronavirus.…,2020-03-20
jatobanews,"Rio de Janeiro cria gabinete de crise para novo coronavírus
https://t.co/tBJitoiFjx https://t.co/AfFLBksxPR",2020-03-20
CharlesLopesDa5,RT @Antonio46684810: Coronavírus: ministro Mandetta revela a verdade que a imprensa tenta esconder (veja o vídeo) https://t.co/mcXofFh2rf,2020-03-20
DeJersonTue,"Tive a oportunidade de ver algo interessante/positivo causado pelo Coronavirus. Distanciamento social, quarentenas e lockdowns permitiram redução em mais de 20% da poluição CO2. Tem cidades que estão a ver o céu azul pela primeira vez.

#LadoPositivo",2020-03-20
shemeetsevil,Ja comecei o dia discutindo no grupo com minhas amigas DA FACULDADE compartilhando fake news sobre o coronavirus https://t.co/MnkAyejT2B,2020-03-20
eliezerlobo,"RT @Amarulacarvalho: 'A coisa mais triste do mundo é perder um filho e nem poder ia ao enterro', diz mãe de vítima do coronavírus https://t…",2020-03-20
lmasarin,"Você já jantou um Bolsogado hoje?
#Bolsonaroacabou #coronavirus https://t.co/nOl72pJsst",2020-03-20
_Murilo_Augusto,"Liberado pelo orientador, eis a questão: ficar em Maringá ou ir para casa da família? (Maringá poucos casos, SP maior número de casos do país) #perguntacorona #coronavirus #CombateAoCoronavirus",2020-03-20
matheus_cassali,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
CRIIA_021,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
HENSHOES,Xuxa anuncia doação de R$ 1 milhão contra o coronavírus https://t.co/XPJZpIMmL4,2020-03-20
AnaAssis18,"RT @UOL: Cloroquina tem bom resultado contra coronavírus, mas uso ainda não é seguro

https://t.co/1eMZ0V01ry https://t.co/oNmz6T9RZw",2020-03-20
ondeanda,"RT @amb_feminista: No avanço da pandemia do Coronavirus no Brasil, o que mais se ouve e lê: SUS, Saúde Pública, UTI, pesquisa científica,…",2020-03-20
FreitasKami,RT @shixunies: bolsonaro se todas as pessoas ao seu redor estão com coronavirus menos você... talvez Você seja o virus.....? https://t.co/R…,2020-03-20
Carmeen_costa,É verdade que o coronavirus existe a anos? E porque agora ele ficou nas forte? #perguntacorona,2020-03-20
syk4ryo,RT @brasil247: Coronavírus: familiares da primeira vítima relatam descaso do governo https://t.co/uJRogOSF7M,2020-03-20
ConcretDavid,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
DnNovaes,"@solangenene Existe vários tipos de coronavírus, o COVID-19 é um vírus novo, que até o momento só pega em humanos...",2020-03-20
victoriabrrs_,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
soudeexatas,Só a comitiva de Bolsonaro tem quase o número de coronavirus em Pernambuco,2020-03-20
Eduardo21260613,RT @JornalOGlobo: Coronavírus: especialistas fazem alertas sobre receitas caseiras de álcool em gel https://t.co/2jTazOhA91 https://t.co/W3…,2020-03-20
Seu7encruzilha1,"Que nosso Pai Oxalá tire todo esse mal que está na Terra 🙏
#corona #coronavirus #covid_19 https://t.co/DquGfQMBTX",2020-03-20
cecilialisboa98,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
Matheus59405321,"RT @enispeichi: @omauriciolf @JornalOGlobo Eu preferia guilhotina, mas se o coronavirus fizer a limpa eu não me importo https://t.co/nG1GlP…",2020-03-20
josecarlosstc,"meu deus, coronavirus....",2020-03-20
SacomanoUlisses,"RT @MarcosQuezado1: MALDITOS: Militantes do PT dizem, nas redes sociais, que querem ver o @gen_heleno morto pelo coronavírus.
Mas, Heleno s…",2020-03-20
hugoveritati,"RT @firmoerico: Governador Camilo Santana decidiu que, se for para errar em relação ao coronavirus, pecará pelo excesso de cautela. O que t…",2020-03-20
otaavila,"@vivobr 1 semana sem internet e telefone, 
@vivobr . Foram 6 promessas de prazo pelo atendimento online. Família em home office pelo #coronavirus e este é o presente da operadora. Lembrando que é o serviço mais caro entre as operadoras. E a conta aumentou este mês. Clientes há 4 anos!",2020-03-20
ThaynaraOliver,"Galera!!
Se vocês souberem de alguém que não está sabendo lidar com o isolamento por causa do COVID-19, e que está ficando ansioso, depressivo, agressivo, compulsivo ou com medo demais, podem indicar o site A Chave da Questão #COVID2019 #coronavirusbrasil",2020-03-20
tauanezakrx,RT @IdcAboutU: Espalhem agora essa merda com a rapidez que espalharam o coronavirus caralho,2020-03-20
ananias_1979,RT @reinaldoazevedo: Opinião - Reinaldo Azevedo: O coronavírus não é o único patógeno perigoso que hoje contamina as Forças Armadas https:/…,2020-03-20
Estrangeiro86,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
MarcoMtonis,"RT @MarcosQuezado1: MALDITOS: Militantes do PT dizem, nas redes sociais, que querem ver o @gen_heleno morto pelo coronavírus.
Mas, Heleno s…",2020-03-20
bahianoar,Mato Grosso confirma 1° caso de infecção pelo novo coronavírus - https://t.co/sOm6j4J9Yt https://t.co/7QupCY2kCL,2020-03-20
TilhaNobrega,RT @jornalextra: Sobe para 22 o número de contaminados por coronavírus na comitiva de Bolsonaro https://t.co/5dDy7nMBja https://t.co/1UOT1r…,2020-03-20
veronicacris,RT @linsaquiles: Já são 22 pessoas com Coronavirus na comitiva de Bolsonaro que foi aos EUA. A Wuhan brasileira é o Palácio do Planalto.,2020-03-20
MargaretteBras5,"Neste momento todos nós de direita ou esquerda temos que exigir que o Fundão eleitoral seja usado para o coronavirus e que o salários e benefícios dos políticos sejam cortado pela metade e esse valor seja distribuído para o povo!
Unidos somos mais fortes!",2020-03-20
0kl1nfr,coronavirus empatando mais foda que os mlk quando dorme na minha goma,2020-03-20
moema4,"RT @heldersalomao: CRUELDADE 

Governo corta 158 mil beneficiários do Bolsa Família em meio a pandemia do #coronavirus. 61% são do Nordeste…",2020-03-20
FredericoGuima6,"RT @ruben_berta: Enquanto o coronavírus avança, um apadrinhado político de um ""vereador-secretário"" de Crivella, sem formação em gestão ou…",2020-03-20
silvaregis15,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
Krizluz,Existe previsão legal para processar a China por disseminação de doença contagiosa? #Coronavirus,2020-03-20
jfaraujoura,"RT @BelinhaPoodleBR: Sabe por que vc tem de ficar em casa?

Pq se muitas pessoas tiverem o coronavirus Não terão hospitais, médicos e equip…",2020-03-20
leandrograss,"Hoje, às 19 horas, estarei ao vivo lá no meu Instagram (@leandrograss) com o médico da família e comunidade, Estevão Rolim. 

Participe e mande já a sua pergunta sobre o COVID-19 para o nosso WhatsApp (61 982919033).

#coronavirus #covid19 #prevenção",2020-03-20
raphael_moraes,"RT @igormuller: #coronavirus mostra o que muita gente não queria ver:
1) a importância do jornalismo profissional; 2) a importância do pess…",2020-03-20
maydotuiter,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
Vilela08061347,"Coronavírus: China 'convoca' atletas para retomar futebol, incluindo brasileiros https://t.co/zVOcvTcS0z",2020-03-20
mimim_turbi,RT @turbininha71: coronavirus vai embora sua praga,2020-03-20
sancheescaio,RT @rapfalando: o coronavirus se infiltrando entre os chines e se preparando pra chega no mundo todo https://t.co/eN5os84m9E,2020-03-20
Maria54656525,RT @marciocamilojr: Prefeito de Wuhan admite ter escondido dados sobre coronavírus e oferece seu cargo https://t.co/6QkDSz8oKr lê isso aí n…,2020-03-20
amnndak,Quem diria... o que vai derrubar a falácia do neoliberal perfeito é o coronavirus e nao o comunismo🤣 anos e anos de guerra ideológica pra acabar dessa forma. Eles merecem,2020-03-20
JeanOliveira021,"RT @JornalOGlobo: Coronavírus: novidade no Brasil, implante de chips é aposta da Medicina https://t.co/Fhdf9DJV8w https://t.co/dAdbkqduEC",2020-03-20
augustusL17,"@fe_lipegaldino Com td gosto.
Me orgulho de não ter que ficar me lamentando, lamentações infortúnios e desavenças são para os infelizes.
Apesar da Esquerda, dos oportunistas e do coronavirus eu estou bem.
Te desejo o mesmo.",2020-03-20
CaumontSimone,"RT @BolsonaroSP: Veja mais medidas tomadas por @JairBolsonaro no combate ao coronavirus, desta vez nos setor de transportes. https://t.co/Z…",2020-03-20
tvjornalsbt,"Coronavírus: não cumprir quarentena pode terminar em prisão, diz SDS
https://t.co/F05OrGSCEt https://t.co/o40GoBDMNj",2020-03-20
05_fala,FALA PARAÍBA: Coronavírus: bancários solicitam ao Governo do Est... https://t.co/6NCFjlr9pD,2020-03-20
brendchristofer,Galera deem RT pra ajudar quem precisa aí #coronavirusnobrasil #coronavirus https://t.co/eSiHHK7bW6 https://t.co/i2KpFr65NX,2020-03-20
VanessaaSimoes,"Coronavirus fez meu pai me mandar mensagem, negócio é sério kkk",2020-03-20
Biia_pv,"RT @igormello: Casa grande e senzala versão 2020, em tempos de coronavírus. A patroa moradora do Alto Leblon, endereço mais caro do Brasil,…",2020-03-20
eduardacrll,"RT @menorgb22_: se o coronavirus não te pegar, pode deixar que eu pego rs https://t.co/CLi4vEHfug",2020-03-20
vicmedeiros18,"RT @correio_dopovo: EUA têm 10.442 casos de coronavírus e 150 mortes decorrentes da pandemia de Covid-19 

https://t.co/Ul6JHrskCh https://…",2020-03-20
Menor_Cn22,"RT @peixotoNtj: coronavirus : a
o brasileiro : https://t.co/iaV0ON4KJ8",2020-03-20
eduzanete,RT @brasil247: Moro ameaça encerrar entrevista para não responder irresponsabilidade de Bolsonaro com coronavírus https://t.co/QxnQVbuz2O,2020-03-20
mquilici,"Vou ter que bloquear um cliente aqui, vai ter jeito não. Toda hora mandando vídeo, notícia sobre coronavirus",2020-03-20
lvaroGabrielCo1,RT @MauroBrasilbh: Coronavírus: morte de médico que havia tentado avisar sobre vírus causa revolta e protestos na China - 07/02/2020 - UOL…,2020-03-20
_laramarias,E eu que mandei minha vizinha ficar dentro de casa e não varrendo a rua pq ela está no grupo de risco do Coronavirus,2020-03-20
NairRSantos1,"RT @JapaDoB0ls0: Li Wenliang, o médico chinês que foi o primeiro a alertar sobre o Coronavirus, em dezembro de 2019. O governo ditador chin…",2020-03-20
LdiaMayara1,"@RedeGlobo Olá Bom Dia ! Quem tem problemas alérgicos como:Reniti, Sinuzite, Bronquite..... É um risco para o Coronavirus tmbm?",2020-03-20
leolfs,Informação é tudo. #coronavirus https://t.co/2up4R47M61,2020-03-20
olindafull,"RT @SrTrotsky: Coronavirus crise.

Senado: Votação virtual, salário integral
Câmara Dep Fed: Votação virtual, salário integral
Justiça: Sus…",2020-03-20
05_fala,FALA PARAÍBA: Coronavírus: especialista paraibana comenta o que ... https://t.co/nAcGzFBNec,2020-03-20
patyghi,RT @DanielaLima_: Comitiva que viajou com Bolsonaro aos EUA tem 22 infectados com coronavírus | CNN Brasil https://t.co/QenwzYVc3g,2020-03-20
yarvantez,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
1Jgat,tudo o que eu queria é que essa porra de coronavirus fosse pra casa do caralhoooooo,2020-03-20
liberdade929,A Liberdade FM preza por conter a proliferação do Coronavirus. Esperamos pela compreensão de todos e fique atento neste informativo de hoje. https://t.co/FkQRPFtAWg,2020-03-20
pelobemdobrasil,"RT @CeliaNacarato: Bolsonaro é cobrado a fazer exames para detectar o coronavirus. Ja fez dois e fará um terceiro. E o corrupto, q voltou d…",2020-03-20
AcordajaA,"Na guerra contra #Coronavirus #COVID19 juntosSomosMaisForte🇧🇷

Governo Federal|Ministério da Saúde@minsaude
▶ Saiba mais em:https://t.co/Ts5RNxrzVG https://t.co/FibuRHbluP

FÉ|DISCIPLINA|RESILIENCIA|Na guerra contra #Coronavirus #COVID19 juntosSomosMaisForte🇧🇷 https://t.co/2HD1gtiUQ4",2020-03-20
MargaretteBras5,"Neste momento todos nós de direita ou esquerda temos que exigir que o Fundão eleitoral seja usado para o coronavirus e que o salários e benefícios dos políticos sejam cortado pela metade e esse valor seja distribuído para o povo!
Unidos somos mais fortes!",2020-03-20
CarlosB54836165,"RT @BolsoFenix: A China, via Partido Comunista Chinês, é a única e exclusiva responsável por ter deixado disseminar o coronavírus-covid19 p…",2020-03-20
biballg,"RT @arte_prima: O Coronavirus já está dando o maior sapeca iaiá no neoliberalismo.

Depois q essa onda passar, nunca mais o Mundo vai ser o…",2020-03-20
johnymen13,"Já não bastava isto do coronavirus, tinha que estar a chuver!!!",2020-03-20
kenjudo,Fui levar uma receita médica do meu pai pra cidade e aproveitei dar uma volta no centro comercial. Devo ter atravessado algum portal e ido pra outra realidade paralela... Tá tudo aberto com circulação normal de pessoas.🤦🏾‍♀️#coronavirus #FiqueEmCasa,2020-03-20
cpcarlospaiva,"Coronavírus: veja dicas para um home office produtivo, com ou sem crianças por perto https://t.co/n80Elg9Ydv",2020-03-20
Ary_AntiPT,RT @SenadorKajuru: Operação de guerra contra coronavírus cancela cirurgias e foca casos graves                                  https://t.c…,2020-03-20
Odilonthomaz,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
NeGGroso,"RT @maiconkusterkkk: pq q os cara quer tanto chamar coronavirus de ""vírus chines""? kkkkkkkkkkk

""ah pq veio de la"" beleza mano yakisoba tb…",2020-03-20
AdilsonPrates5,"RT @CeliaNacarato: Bolsonaro é cobrado a fazer exames para detectar o coronavirus. Ja fez dois e fará um terceiro. E o corrupto, q voltou d…",2020-03-20
Cruzparlam,"➡Coronavirus. @FeijooGalicia anuncia a súa próxima comparecencia na Deputación Permanente do @Par_Gal para explicar as medidas postas en marcha dende a comunidade e advirte de que ""o peor aínda está por chegar"". @RTVEGalicia https://t.co/pclqPUS3AH",2020-03-20
erivanraposo,"RT @edugoldenberg: Faltou marcar o jumento, @folha. 
RELEMBRE FRASES DE @jairbolsonaro SOBRE O CORONAVÍRUS https://t.co/tYq6qwZEfs",2020-03-20
rivaldomoraes,@bobjackk Veio da Havan utilizava FINAME subsidiado BNDES para investir nas lojas e sonegação INSS para comprar e arrendar seus jatinhos. Depois pedia REFIS com perdões de juros muitas e parcelamentos seculares. AqAsuarentenas compulsórias do coronavirus quebrou o cx 2 da Havan.,2020-03-20
MargaretteBras5,"@senadorhumberto Neste momento todos nós de direita ou esquerda temos que exigir que o Fundão eleitoral seja usado para o coronavirus e que o salários e benefícios dos políticos sejam cortado pela metade e esse valor seja distribuído para o povo!
Unidos somos mais fortes!",2020-03-20
salessso,infelizmente traída pela distância e pelo coronavirus,2020-03-20
GuiCoradelli,"RT @ThiagoGViana: Dois erros nessa análise:

1) A SARS surgiu em 2002 e surto foi contido em 2003. 8 mil casos e 775 mortes. O #coronavirus…",2020-03-20
ivan8849,galera panelaço hoje 20:30 contra o coronavirus eihm vamos fazer a nossa parte ninguem solta a mao de ninguem,2020-03-20
blogdovalente,Detran-BA suspende serviços em seis municípios e reforça combate ao coronavírus https://t.co/0gWLr2OTyk https://t.co/ZpA5i51bGq,2020-03-20
caandralm,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
ATelevisao,"Grávida, namorada de jogador da #Juventus, está infetada com coronavírus #Famosos #DanieleRugani https://t.co/YdAKJneHvH",2020-03-20
CidaApa07616705,"RT @igormello: Casa grande e senzala versão 2020, em tempos de coronavírus. A patroa moradora do Alto Leblon, endereço mais caro do Brasil,…",2020-03-20
CLAUDIACALIEL,"Coronavírus e os signos

Sagitário: Está aproveitando o tempo livre e organizando o ""Corona festival"", em breve começa divulgação d data e local, vai ser uma baita festa, com música, bebidas e gente linda

#coronavirus #Quarentena #Covid_19 #ficaemcasa #Signos #coronavirusbrasil",2020-03-20
GBataiote,"RT @PMERJ: #PMERJemAção
Para evitar que o #coronavirus se espalhe, policiais militares orientam motoristas e passageiros sobre a circulação…",2020-03-20
jfaraujoura,"RT @BolsonaroSP: Veja mais medidas tomadas por @JairBolsonaro no combate ao coronavirus, desta vez nos setor de transportes. https://t.co/Z…",2020-03-20
Takedinha3,#CombateAoCoronaVírus #perguntacorona além do álcool gel e água sanitária produtos como Pinho Sol ou Lysoform são eficazes no combate ao corona virus?,2020-03-20
crfallafine,Gente???? parem de ter coronavirus 😳😳🤚🤚,2020-03-20
clickriomafra,Os confrontos que faltam para definir as semifinalistas estão sem data prevista devido ao cancelamento das rodadas por causa do COVID-19 (Coronavirus). https://t.co/gXCailb4up,2020-03-20
Jady_Monjardim,RT @IdcAboutU: Espalhem agora essa merda com a rapidez que espalharam o coronavirus caralho,2020-03-20
Ctk_Matem,"O Evangelho tem que ser constantemente actualizado ao nosso contexto. Temos uma pandemia de lepra. Temos de agir como Jesus, no contexto científico em que vivemos.
#COVIDー19 #coronavirus",2020-03-20
Leia451,@lukinhascais Era sobre o fim do coronavirus o fim do governo Bolsonaro ou ambos? rs,2020-03-20
sergiomajeski,"Foi liberado do seu trabalho? Caso tenha empregada doméstica, babá ou diarista, libere também, e mantenha o pagamento delas. #empatia #solidariedade #coronavirus",2020-03-20
JoaoVHR,Plot twist: e se a gente descobre que na verdade o coronavirus é uma invenção da Damares pra fazer funcionar o plano de abstinência sexual?,2020-03-20
Agathabjs,"RT @delarabru: URGENTE: A cidade chinesa em que o surto de coronavírus começou, Wuhan, anuncia zero novas infecções pela primeira vez.",2020-03-20
TNTVEVO,Conheça o remédio que tem surpreendido cientistas ao combate do coronavírus - https://t.co/T5FvcAZOvY #coronavirusbrasil #covid19 #hidroxicloroquina https://t.co/4Xfj8blLwa,2020-03-20
Chicoloucocf,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
UNESCOBrasil,"Estes são tempos que precisam do melhor de nós enquanto enfrentamos uma ameaça que afeta a todos. A #Covid19 não é apenas uma questão médica, mas uma emergência que requer a cooperação humana em todos os níveis.⠀
⠀
Vamos ficar juntos para enfrentar e derrotar o #Coronavirus https://t.co/x4FjhkIQFa",2020-03-20
